,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
0, Vs ,,Shaheen Shah Afridi,10,1,72,2,7.20,32,9,3,0,0
1, Vs ,,Haris Rauf,10,0,64,3,6.40,32,7,0,3,0
2, Vs ,,Iftikhar Ahmed,7,0,38,1,5.42,17,4,0,0,0
3, Vs ,,Mohammad Wasim,10,0,74,2,7.40,26,7,3,1,0
4, Vs ,,Shadab Khan,10,0,57,0,5.70,25,5,1,0,0
5, Vs ,,Agha Salman,3,0,25,0,8.33,7,3,1,0,0
6, Vs ,,David Willey,10,0,56,3,5.60,37,8,1,2,0
7, Vs ,,Chris Woakes,5.3,0,27,1,4.90,22,5,0,0,0
8, Vs ,,Adil Rashid,10,0,55,2,5.50,26,4,1,1,0
9, Vs ,,Gus Atkinson,8,0,45,2,5.62,29,3,3,2,0
10, Vs ,,Moeen Ali,10,0,60,2,6.00,27,7,1,0,0
