,match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR
0, Vs ,,1,Vikramjit Singh,lbw b Rajitha,4,13,1,0,30.76
1, Vs ,,2,Max O'Dowd, b Rajitha,16,27,1,1,59.25
2, Vs ,,3,Colin Ackermann,c â€ Mendis b Rajitha,29,31,5,0,93.54
3, Vs ,,4,Bas de Leede,c Perera b Madushanka,6,21,0,0,28.57
4, Vs ,,5,Teja Nidamanuru,lbw b Madushanka,9,16,0,0,56.25
5, Vs ,,6,Scott Edwards(c)â€ , b Theekshana,16,16,0,0,100.00
6, Vs ,,7,Sybrand Engelbrecht, b Madushanka,70,82,4,1,85.36
7, Vs ,,8,Logan van Beek,c Asalanka b Rajitha,59,75,1,1,78.66
8, Vs ,,9,Roelof van der Merwe,c â€ Mendis b Madushanka,7,7,0,0,100.00
9, Vs ,,10,Aryan Dutt,,9,6,1,0,150.00
10, Vs ,,11,Paul van Meekeren,run out (â€ Mendis/Madushanka),4,5,0,0,80.00
11, Vs ,,1,Pathum Nissanka,c â€ Edwards b van Meekeren,54,52,9,0,103.84
12, Vs ,,2,Kusal Perera,c de Leede b Dutt,5,8,1,0,62.50
13, Vs ,,3,Kusal Mendis(c)â€ ,c van Meekeren b Dutt,11,17,2,0,64.70
14, Vs ,,4,Sadeera Samarawickrama,,91,107,7,0,85.04
15, Vs ,,5,Charith Asalanka, b Dutt,44,66,2,1,66.66
16, Vs ,,6,Dhananjaya de Silva, b Ackermann,30,37,1,2,81.08
17, Vs ,,7,Dushan Hemantha,,4,3,1,0,133.33
