,match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR
0, Vs ,,1,Abdullah Shafique,lbw b Noor Ahmad,58,75,5,2,77.33
1, Vs ,,2,Imam-ul-Haq,c Naveen-ul-Haq b Azmatullah Omarzai,17,22,2,0,77.27
2, Vs ,,3,Babar Azam(c),c Mohammad Nabi b Noor Ahmad,74,92,4,1,80.43
3, Vs ,,4,Mohammad Rizwanâ€ ,c Mujeeb Ur Rahman b Noor Ahmad,8,10,0,1,80.00
4, Vs ,,5,Saud Shakeel,c Rashid Khan b Mohammad Nabi,25,34,3,0,73.52
5, Vs ,,6,Shadab Khan,c Mohammad Nabi b Naveen-ul-Haq,40,38,1,1,105.26
6, Vs ,,7,Iftikhar Ahmed,c Azmatullah Omarzai b Naveen-ul-Haq,40,27,2,4,148.14
7, Vs ,,8,Shaheen Shah Afridi,,3,3,0,0,100.00
8, Vs ,,1,Rahmanullah Gurbaz,c Usama Mir b Shaheen Shah Afridi,65,53,9,1,122.64
9, Vs ,,2,Ibrahim Zadran,c â€ Mohammad Rizwan b Hasan Ali,87,113,10,0,76.99
10, Vs ,,3,Rahmat Shah,,77,84,5,2,91.66
11, Vs ,,4,Hashmatullah Shahidi(c),,48,45,4,0,106.66
