,match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR
0, Vs ,,1,Rohit Sharma(c),c Williamson b Southee,47,29,4,4,162.06
1, Vs ,,2,Shubman Gill,,80,66,8,3,121.21
2, Vs ,,3,Virat Kohli,c Conway b Southee,117,113,9,2,103.53
3, Vs ,,4,Shreyas Iyer,c Mitchell b Boult,105,70,4,8,150.00
4, Vs ,,5,KL Rahulâ€ ,,39,20,5,2,195.00
5, Vs ,,6,Suryakumar Yadav,c Phillips b Southee,1,2,0,0,50.00
6, Vs ,,1,Devon Conway,c â€ Rahul b Mohammed Shami,13,15,3,0,86.66
7, Vs ,,2,Rachin Ravindra,c â€ Rahul b Mohammed Shami,13,22,3,0,59.09
8, Vs ,,3,Kane Williamson(c),c Yadav b Mohammed Shami,69,73,8,1,94.52
9, Vs ,,4,Daryl Mitchell,c Jadeja b Mohammed Shami,134,119,9,7,112.60
10, Vs ,,5,Tom Lathamâ€ ,lbw b Mohammed Shami,0,2,0,0,0.00
11, Vs ,,6,Glenn Phillips,c Jadeja b Bumrah,41,33,4,2,124.24
12, Vs ,,7,Mark Chapman,c Jadeja b Kuldeep Yadav,2,5,0,0,40.00
13, Vs ,,8,Mitchell Santner,c Sharma b Mohammed Siraj,9,10,0,0,90.00
14, Vs ,,9,Tim Southee,c â€ Rahul b Mohammed Shami,9,10,1,0,90.00
15, Vs ,,10,Trent Boult,,2,2,0,0,100.00
16, Vs ,,11,Lockie Ferguson,c â€ Rahul b Mohammed Shami,6,3,0,1,200.00
