,match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR
0, Vs ,,1,Jonny Bairstow, b Shakib Al Hasan,52,59,8,0,88.13
1, Vs ,,2,Dawid Malan, b Mahedi Hasan,140,107,16,5,130.84
2, Vs ,,3,Joe Root,c â€ Mushfiqur Rahim b Shoriful Islam,82,68,8,1,120.58
3, Vs ,,4,Jos Buttler(c)â€ , b Shoriful Islam,20,10,1,1,200.00
4, Vs ,,5,Harry Brook,c Litton Das b Mahedi Hasan,20,15,3,0,133.33
5, Vs ,,6,Liam Livingstone, b Shoriful Islam,0,1,0,0,0.00
6, Vs ,,7,Sam Curran,c Najmul Hossain Shanto b Mahedi Hasan,11,15,1,0,73.33
7, Vs ,,8,Chris Woakes,c Mahedi Hasan b Taskin Ahmed,14,11,2,0,127.27
8, Vs ,,9,Adil Rashid,c Najmul Hossain Shanto b Mahedi Hasan,11,7,1,0,157.14
9, Vs ,,10,Mark Wood,,6,5,1,0,120.00
10, Vs ,,11,Reece Topley,,1,2,0,0,50.00
11, Vs ,,1,Litton Das,c â€ Buttler b Woakes,76,66,7,2,115.15
12, Vs ,,2,Tanzid Hasan,c Bairstow b Topley,1,2,0,0,50.00
13, Vs ,,3,Najmul Hossain Shanto,c Livingstone b Topley,0,1,0,0,0.00
14, Vs ,,4,Shakib Al Hasan(c), b Topley,1,9,0,0,11.11
15, Vs ,,5,Mehidy Hasan Miraz,c â€ Buttler b Woakes,8,7,1,0,114.28
16, Vs ,,6,Mushfiqur Rahimâ€ ,c Rashid b Topley,51,64,4,0,79.68
17, Vs ,,7,Towhid Hridoy,c â€ Buttler b Livingstone,39,61,2,0,63.93
18, Vs ,,8,Mahedi Hasan, b Rashid,14,32,1,0,43.75
19, Vs ,,9,Taskin Ahmed, b Curran,15,25,0,1,60.00
20, Vs ,,10,Shoriful Islam, b Wood,12,14,2,0,85.71
21, Vs ,,11,Mustafizur Rahman,,3,9,0,0,33.33
